customer_ID,MARKETING_CHANNEL,ACCOUNT_CREATION_METHOD,LOYALTY_PROGRAM,CREATED_ON,COUNTRY_CODE
df25521d,direct,desktop,0,2019/9/11,DE
8b7beb17,direct,desktop,1,2019/3/17,US
04e83cf6,direct,desktop,0,2018/7/21,US
5d3e0ada,direct,desktop,0,2017/10/22,AU
38a5b93c,email,desktop,1,2018/11/3,CY
2ef89626,direct,desktop,1,2020/12/8,US
c0b48565,direct,desktop,0,2018/11/6,US
ea5fe5f2,direct,desktop,1,2018/11/2,BO
cc50972b,direct,desktop,1,2019/2/27,US
7bc41ad9,direct,desktop,1,2018/3/25,US
769caca9,direct,desktop,0,2018/9/15,BR
76da8882,direct,desktop,0,2018/11/6,GB
78548048,direct,desktop,1,2019/6/11,HU
df317aa9,direct,desktop,1,2018/10/27,US
b8b5d205,email,desktop,0,2018/9/27,AU
cd63cb8b,direct,desktop,1,2020/6/27,CO
eacbd399,direct,desktop,1,2018/5/20,US
be7e6dd7,direct,desktop,1,2019/12/4,NL
4.09E+39,direct,desktop,0,2017/11/1,US
94cf8a34,direct,desktop,1,2019/10/4,SE
aad2921f,email,mobile,1,2018/6/21,US
1edf4748,direct,desktop,1,2020/2/21,US
db381a96,direct,desktop,0,2020/7/2,US
131d4f07,direct,desktop,1,2018/10/22,US
38ad7a33,affiliate,unknown,1,2019/6/3,US
7e2b12b6,email,desktop,1,2019/7/31,US
29e9df41,direct,desktop,1,2019/2/2,FR
4386bb36,direct,desktop,1,2019/8/27,AU
1dec70f9,social media,tablet,1,2019/11/8,US
92f0c055,direct,desktop,1,2018/8/3,AT
e8b6df06,direct,desktop,0,2019/10/30,US
4a78532d,direct,desktop,1,2019/4/21,FR
aebf517a,direct,desktop,1,2019/5/31,US
402648ef,email,desktop,1,2020/10/12,NL
50b08506,direct,desktop,0,2018/11/8,TR
4659094c,direct,desktop,1,2019/10/30,GB
44a6f947,direct,desktop,1,2019/7/2,US
2e3dccb8,direct,desktop,1,2017/10/29,US
9a914407,direct,desktop,0,2020/1/6,US
55ff94c4,direct,desktop,1,2020/7/17,JP
7e7f2aef,direct,desktop,1,2018/11/4,US
64fef165,direct,desktop,1,2019/10/16,BR
c7c2a847,direct,desktop,0,2018/8/24,US
86343b82,direct,desktop,1,2019/4/22,KW
15b704bb,email,mobile,1,2019/8/30,US
510f1160,direct,desktop,1,2018/5/6,BE
3f1b98f3,direct,desktop,1,2020/9/14,US
91703440,direct,desktop,1,2019/1/31,US
b8628175,direct,desktop,1,2018/6/29,US
f6a6bfde,direct,desktop,1,2018/6/17,JP
88d9e7c9,email,desktop,0,2019/6/16,CA
2d3afb3c,direct,desktop,1,2018/1/27,US
2294244d,direct,desktop,1,2018/2/6,US
85e378fa,email,desktop,1,2019/2/8,IN
0d7c3c3e,direct,desktop,1,2019/5/3,IN
d716f756,direct,desktop,1,2019/11/9,CA
de39219d,affiliate,unknown,1,2019/9/5,US
e829bd46,direct,desktop,1,2018/6/24,US
ddd20890,email,mobile,1,2020/5/30,ZA
86a31db4,direct,desktop,0,2018/1/2,US
7fc6b75c,affiliate,unknown,1,2018/9/6,DE
3bc8c81a,direct,desktop,1,2019/2/15,US
9567a04b,email,mobile,1,2018/3/6,US
5e69bb49,direct,desktop,1,2020/1/25,GB
6c2f4d6a,direct,desktop,0,2019/10/27,US
13462209,direct,desktop,1,2018/1/2,US
341c48e6,direct,desktop,1,2020/7/30,SI
b0c8d325,direct,desktop,1,2019/10/25,US
3aeccd97,direct,desktop,1,2018/4/27,US
ece5cdaf,direct,desktop,1,2019/8/25,US
e8cc256d,direct,desktop,1,2018/8/19,FR
7259cf9d,direct,desktop,0,2018/12/27,US
530945c5,direct,desktop,1,2018/6/12,US
2f4504bd,direct,desktop,1,2018/10/3,US
84dc443a,direct,desktop,1,2020/3/26,US
57b1e7d1,direct,desktop,1,2019/6/13,RU
7c6ddc03,direct,desktop,1,2019/5/22,US
d1b5b9db,direct,desktop,1,2018/6/29,US
1284d222,direct,desktop,1,2019/4/29,GB
e16fcab5,direct,desktop,0,2019/6/29,US
da197ff9,,,1,2019/7/15,US
2590683c,direct,desktop,1,2019/8/12,BR
bca0535b,direct,desktop,1,2020/1/4,SE
2c1a2b2e,direct,desktop,1,2020/12/16,DE
302c4749,direct,desktop,1,2019/6/26,FR
d234c0b2,direct,desktop,1,2019/12/20,GR
bf8e7ff8,direct,desktop,0,2020/3/14,DE
a6cf6501,email,mobile,1,2019/11/23,US
aafb7bd3,direct,desktop,1,2019/4/22,PL
fe9e5b76,email,desktop,1,2018/9/21,US
c6895acd,direct,desktop,1,2019/10/17,US
c30cf6cf,direct,desktop,1,2017/10/23,US
5.09E+19,direct,desktop,0,2020/1/26,US
bfb69918,affiliate,unknown,0,2019/6/8,US
b48ff824,direct,desktop,1,2018/12/7,LT
ae0f83b8,direct,desktop,1,2018/11/19,MX
8b7a2e14,direct,desktop,1,2019/10/6,US
16b75f82,direct,desktop,0,2019/5/16,US
b8685ed2,direct,desktop,1,2019/1/22,IT
a2298159,direct,desktop,1,2020/3/28,US
c0225cf1,direct,desktop,1,2020/7/14,TH
4d2de894,direct,desktop,1,2019/7/6,CA
bbe37836,direct,desktop,1,2019/8/2,US
52f5321c,direct,desktop,1,2018/9/14,KR
a32c0c05,email,desktop,1,2020/6/20,US
52cea287,direct,desktop,1,2019/8/22,US
96ee6caf,direct,desktop,1,2019/1/31,FR
c5d6c5c6,direct,desktop,1,2019/3/31,GB
361d142c,direct,desktop,0,2019/11/6,GB
8db9e744,direct,desktop,1,2018/11/24,US
fcc10a22,direct,desktop,1,2019/3/17,IT
63d7ae2f,direct,desktop,1,2018/8/28,AU
ff8160a0,direct,desktop,1,2018/8/3,PH
c5038ba9,direct,desktop,1,2020/9/10,AT
94e92016,direct,desktop,1,2020/2/9,GB
9b42dbc9,direct,desktop,1,2018/5/30,CA
465cdcd5,direct,desktop,1,2017/11/20,MX
76211116,direct,desktop,1,2019/7/14,GB
24280780,direct,desktop,1,2017/12/15,GB
013cddb6,direct,desktop,1,2018/6/23,JM
a8b4f9b7,direct,desktop,1,2019/3/17,IL
aff6df6d,direct,desktop,1,2020/4/12,US
12a9a932,direct,desktop,0,2018/10/31,CO
7d6a2d39,direct,desktop,1,2019/9/10,IN
39bec39c,direct,desktop,1,2019/10/4,US
ec19fd19,direct,desktop,1,2018/10/23,US
f7e92213,email,mobile,1,2019/2/12,US
cfa2b5c9,direct,desktop,0,2020/8/20,IN
abbd0660,direct,desktop,1,2018/10/20,US
45c6b9b4,direct,desktop,1,2019/2/2,UY
fbaf674b,direct,desktop,0,2018/9/11,DE
5a3807bf,direct,desktop,1,2020/2/28,ES
362e4fd4,direct,desktop,1,2018/11/4,ES
0ad92c49,direct,desktop,1,2020/5/5,CA
3a34a355,direct,desktop,1,2020/2/18,JP
597fe496,direct,desktop,0,2020/7/13,IL
27c98452,direct,desktop,1,2018/5/24,RO
9d54e1ac,direct,desktop,0,2019/9/15,TR
150ee711,direct,desktop,0,2019/1/14,US
f7b3e272,direct,desktop,1,2019/7/5,CH
3dd922f0,direct,desktop,1,2018/10/20,TR
cbd63f2c,direct,desktop,1,2019/1/25,US
0bba4ebb,email,mobile,0,2020/3/10,US
755d7e41,direct,desktop,1,2018/2/11,ES
3d5a30f5,email,mobile,1,2020/3/7,US
cefbcda1,direct,desktop,1,2018/10/12,ES
4c921ad8,direct,desktop,1,2018/3/26,US
cba6d9c7,direct,desktop,1,2018/3/19,US
6dc618e9,email,mobile,1,2019/5/31,US
e31911a4,direct,desktop,1,2019/4/6,US
a59f4e60,direct,desktop,0,2018/6/21,US
76d5cbd7,direct,desktop,0,2018/5/27,GB
b88f162a,direct,desktop,1,2018/12/18,CA
c8e2e516,direct,desktop,1,2018/1/25,US
445cc70a,direct,desktop,1,2020/11/5,US
43cd7949,direct,desktop,1,2020/4/25,US
e29c8434,email,mobile,1,2018/9/27,US
d8bbd95d,email,mobile,1,2018/9/11,US
a7950766,direct,desktop,1,2020/1/17,US
8666ddb8,direct,desktop,1,2020/3/5,US
f89ca946,direct,desktop,1,2018/9/1,GB
408f4757,direct,desktop,0,2020/2/12,UA
685e9c25,direct,desktop,0,2019/4/1,CA
898f4e60,direct,desktop,1,2019/5/2,US
bd84c8ad,direct,desktop,1,2019/11/30,AR
d0476c6d,direct,desktop,1,2018/3/3,US
6b3710c4,email,mobile,1,2018/4/11,DE
6854d010,direct,desktop,0,2020/4/29,SE
31a806b3,direct,desktop,1,2019/8/8,DE
7d3e488e,direct,desktop,1,2019/3/6,GB
5f8b8a52,direct,desktop,1,2018/5/28,US
d82a3d8d,direct,desktop,0,2018/12/12,US
71e181e5,direct,desktop,1,2018/10/28,GB
45c363fc,direct,desktop,1,2019/4/26,US
1af71835,direct,desktop,1,2019/10/3,GB
2bd3b78d,direct,desktop,1,2020/4/4,MX
9c7cf8ba,direct,desktop,1,2018/12/4,US
40134030,direct,desktop,0,2018/8/23,US
41718dcb,direct,desktop,1,2020/3/30,GB
a32fc5e3,email,desktop,0,2019/6/9,BE
7c48a7d0,direct,desktop,1,2018/6/4,US
fea68d76,email,mobile,1,2018/5/22,US
f7a820ef,direct,desktop,0,2019/8/28,GB
af7e4ad7,direct,desktop,1,2019/5/26,NZ
14008dad,direct,desktop,0,2018/10/17,AU
64954c62,direct,desktop,1,2019/4/18,US
ed4be6fb,direct,desktop,1,2019/10/29,US
85af137f,direct,desktop,1,2018/3/16,AU
21d1a047,direct,desktop,0,2019/6/18,US
663514f6,email,mobile,1,2020/1/28,US
26f1f568,direct,desktop,1,2020/2/3,US
2f8532ce,social media,tablet,0,2019/12/27,US
f2685d7e,direct,desktop,0,2019/1/6,CZ
5fe070a6,email,mobile,0,2019/3/26,CA
5e8c87bf,direct,desktop,1,2019/11/12,DK
e815f0c1,email,mobile,1,2020/1/2,US
f8f0ed8f,direct,desktop,1,2019/3/24,US
be9f9cd2,direct,desktop,1,2020/9/9,CL
4cc28e9a,direct,desktop,1,2019/11/30,KR
471d6636,direct,desktop,0,2018/4/18,SE
d950fca7,affiliate,unknown,1,2019/4/7,US
ae4d570e,direct,desktop,1,2018/12/30,HK
eede3f17,direct,desktop,1,2018/9/2,AU
c9d5362e,direct,desktop,0,2020/6/18,BR
8865d973,direct,desktop,1,2020/2/10,US
5b7f6f7b,direct,desktop,1,2019/12/28,US
6ab5692e,direct,desktop,0,2018/10/27,US
109e4be9,direct,desktop,1,2018/7/4,EE
5b548ea5,direct,desktop,0,2020/5/25,NO
4e2f2018,affiliate,unknown,1,2018/9/6,US
b236aa4a,direct,desktop,1,2019/11/27,US
fab257b7,direct,desktop,1,2017/10/10,US
6d156788,social media,tablet,1,2019/3/20,US
c4d5986a,email,mobile,1,2019/2/7,US
2abc3cb2,direct,desktop,1,2018/12/16,US
b0a2d24f,direct,desktop,1,2019/2/21,US
03667c88,direct,desktop,1,2018/9/16,GR
ac95e4d9,direct,desktop,1,2019/3/11,US
f6332d30,direct,desktop,1,2019/2/14,US
38bd3731,direct,desktop,0,2020/3/18,US
66ad9bd8,email,desktop,0,2019/8/4,FR
63636763,email,desktop,1,2019/11/28,US
0f02c6bb,affiliate,unknown,1,2017/8/5,US
12bc138a,direct,desktop,1,2019/1/17,US
bf35630b,direct,desktop,1,2018/8/28,US
14f817aa,direct,desktop,0,2018/9/26,US
42d778e6,direct,desktop,1,2020/10/25,US
dc3d674d,direct,desktop,0,2020/1/26,BR
3560932e,direct,desktop,1,2019/7/22,ZA
0f3332bf,email,mobile,1,2019/8/17,US
8090e2e1,direct,desktop,1,2018/7/13,US
83b16c13,direct,desktop,0,2017/12/26,DE
f2603e16,affiliate,unknown,1,2019/7/16,AT
b79626cf,direct,desktop,1,2018/1/24,US
36f951fd,direct,desktop,1,2019/5/21,US
5d8963f2,direct,desktop,1,2020/3/15,GB
9ad4d5ae,email,mobile,0,2019/5/24,DE
d6b8e3e0,direct,desktop,0,2019/6/13,CH
1ebcba50,direct,desktop,1,2019/7/23,JP
8a10e9bf,direct,desktop,1,2018/11/7,US
3c22e736,direct,desktop,0,2019/7/17,US
3bb801bb,direct,desktop,1,2018/12/2,US
d9ab5803,direct,desktop,1,2019/2/25,KR
fc3a30e0,direct,desktop,1,2020/5/11,US
073cc789,direct,desktop,0,2018/5/26,US
821c1406,direct,desktop,1,2018/12/20,US
64992806,direct,desktop,0,2018/9/30,CH
2c845b4f,direct,desktop,1,2020/4/28,US
77e8dc62,direct,desktop,1,2020/2/14,US
47d0eee2,direct,desktop,1,2019/7/21,GB
3985eca4,direct,desktop,1,2017/10/27,SE
5ec1f946,direct,desktop,1,2019/4/11,GB
4e181c3f,direct,desktop,1,2018/5/3,DK
c179519f,direct,desktop,1,2018/6/25,IN
0372ae5d,direct,desktop,1,2019/7/5,US
6d30a8ae,email,mobile,1,2018/4/22,US
34751056,direct,desktop,1,2019/7/31,AR
9e6b728d,direct,desktop,0,2019/2/26,MX
db8e72d2,direct,desktop,0,2020/4/11,SG
adadbf22,direct,desktop,0,2019/11/11,US
c6324203,direct,desktop,1,2018/12/18,GB
3ff35821,direct,desktop,1,2017/11/30,US
189df8d2,direct,desktop,1,2018/1/16,US
369843a4,email,mobile,1,2017/7/24,US
c3451e9b,direct,desktop,1,2019/12/26,US
f6d892b9,direct,desktop,1,2017/12/3,US
c71841f8,direct,desktop,1,2020/4/21,US
11194430,social media,tablet,1,2018/7/8,GB
e16f1190,direct,desktop,1,2019/9/4,US
056082ce,direct,desktop,1,2018/8/4,US
ec6b100e,email,desktop,0,2019/12/31,US
975227ae,direct,desktop,0,2020/5/19,US
632f6a6b,direct,desktop,1,2019/1/9,UA
f03b009a,direct,desktop,0,2018/3/4,JP
08de32b7,email,mobile,0,2018/9/17,NO
13c476de,direct,desktop,1,2018/4/3,US
9b7405fd,email,desktop,1,2019/12/6,US
099f99f5,direct,desktop,0,2020/6/8,US
d1c1d586,direct,desktop,1,2018/4/13,MX
d575f188,email,desktop,0,2020/7/24,GB
5b6515f4,direct,desktop,1,2019/1/5,BR
e5afaa1f,direct,desktop,1,2019/4/10,US
a922a93d,direct,desktop,1,2019/1/19,US
634769f8,direct,desktop,1,2019/9/23,US
2c98cde6,direct,desktop,1,2019/9/19,TR
add3344f,direct,desktop,0,2018/10/1,RU
32d2831c,direct,desktop,0,2017/12/22,US
45e6b8c1,direct,desktop,1,2020/4/25,KH
d6e4a29a,direct,desktop,1,2018/5/24,US
d5c5bbea,direct,desktop,1,2020/1/7,HK
e16bb586,email,desktop,1,2019/8/22,ES
e85e0316,direct,desktop,1,2019/10/30,IE
55811bd3,direct,desktop,1,2018/5/28,CA
be15d9e6,affiliate,unknown,1,2019/7/31,US
6923c5eb,direct,desktop,1,2020/1/6,PL
0bcc26c9,direct,desktop,1,2019/10/14,US
77303aed,direct,desktop,0,2020/3/12,US
69aa9769,email,desktop,1,2020/5/1,CA
56a5bd47,direct,desktop,0,2018/11/5,NL
cad0a4d1,email,mobile,1,2019/8/26,ES
e7370152,direct,desktop,1,2019/1/11,TR
4a686962,direct,desktop,1,2019/11/29,US
207722dc,direct,desktop,1,2019/11/5,IQ
a3be1e55,email,mobile,0,2018/12/27,US
e550f60c,direct,desktop,1,2019/8/10,US
7116d710,direct,desktop,1,2019/9/3,US
2ef3cbf2,email,mobile,1,2018/2/21,US
d0097f4c,direct,desktop,1,2019/2/13,CH
4fa0f395,email,mobile,1,2020/6/11,US
c4808dd4,direct,desktop,1,2018/9/24,FI
977ef986,direct,desktop,1,2018/1/18,CA
ff98ea16,direct,desktop,0,2019/7/17,US
0b8573c8,direct,desktop,1,2020/11/18,US
e1c58c43,email,mobile,0,2019/9/26,JP
38ba1310,direct,desktop,1,2019/10/21,US
7c77e430,direct,desktop,0,2020/5/4,US
893708bb,email,mobile,0,2019/6/10,US
d1d56181,direct,desktop,1,2019/4/13,US
dfe6b93c,direct,desktop,1,2018/12/21,JP
a43328c9,direct,desktop,1,2019/6/22,US
011c9ac7,email,mobile,1,2018/2/2,MX
3fecab32,direct,desktop,1,2018/3/18,GB
ac599f88,direct,desktop,1,2017/12/25,US
7efae19d,direct,desktop,1,2018/3/11,US
f8d395a2,email,mobile,0,2019/9/16,US
e67cd892,direct,desktop,1,2019/8/25,ZA
aadc913c,direct,desktop,0,2020/3/1,GB
87c28144,direct,desktop,1,2018/10/24,CA
c708b521,direct,desktop,1,2018/5/21,TZ
f8010d89,direct,desktop,1,2020/1/26,UA
d9999630,direct,desktop,1,2020/2/26,BR
e4be94fe,direct,desktop,1,2020/4/10,US
1c64bde4,direct,desktop,1,2019/10/17,RU
0ae814f2,email,mobile,1,2018/8/7,GB
0699875c,direct,desktop,1,2018/11/6,IT
249061,direct,desktop,1,2018/9/21,IT
339eb298,direct,desktop,1,2018/9/13,TW
00706b0a,email,desktop,1,2020/2/6,US
6afdd5fd,direct,desktop,1,2019/1/21,US
ecf07bf5,direct,desktop,1,2020/4/7,GB
2ca31039,direct,desktop,1,2019/6/22,GB
8fc4721a,direct,desktop,1,2019/9/6,GB
a60d65aa,direct,desktop,1,2020/4/26,US
cdb10292,email,mobile,0,2019/10/28,CA
0368e34a,direct,desktop,1,2018/12/27,BR
c190be6d,email,mobile,0,2018/12/18,MX
b654c950,direct,desktop,1,2020/5/8,US
6af1d816,affiliate,unknown,0,2017/4/23,
7396207f,email,mobile,1,2019/2/4,US
6c919877,email,mobile,1,2018/6/25,MX
c7ed0b45,direct,desktop,1,2018/11/3,NL
4de4a0e0,direct,desktop,1,2017/6/21,US
3236e90b,direct,desktop,1,2019/5/12,AT
b4f289fd,direct,desktop,1,2018/1/21,TH
184641c4,direct,desktop,1,2019/6/11,US
14bd93e7,direct,desktop,1,2019/5/29,QA
3f4437d1,direct,desktop,1,2019/6/22,GB
da10a58e,email,mobile,1,2018/9/30,US
d1ce0691,direct,desktop,1,2019/4/1,US
204d7b75,direct,desktop,1,2019/3/24,US
5d8ad805,direct,desktop,1,2018/3/2,DE
d1326352,direct,desktop,1,2018/6/27,US
04c6b93a,direct,desktop,1,2019/7/13,US
b9549db9,direct,desktop,1,2018/7/30,IN
2d86f5e1,direct,desktop,1,2019/10/9,PT
ff1196e7,direct,desktop,1,2019/5/23,JP
7e09cc56,direct,desktop,1,2018/1/20,IT
dd643f56,direct,desktop,1,2018/9/28,NL
dc5f8c63,email,desktop,0,2019/7/21,IN
be23baea,direct,desktop,1,2020/3/2,DE
ec52148f,direct,desktop,1,2019/7/7,GB
26b81d8c,email,mobile,1,2018/6/19,AU
c7ff1d0c,direct,desktop,1,2018/1/12,US
07cd160e,direct,desktop,1,2017/10/10,US
04744aee,direct,desktop,1,2019/3/11,GB
b45a60c1,social media,tablet,1,2020/2/9,US
034175d0,email,mobile,1,2018/11/23,US
b0da1a27,direct,desktop,0,2018/1/22,US
5d5192f8,direct,desktop,1,2019/2/16,SE
82cabb3e,direct,desktop,1,2018/4/9,US
93fd14d6,direct,desktop,0,2018/6/28,MX
398d3631,,,1,2020/3/27,US
71d23265,direct,desktop,1,2018/9/16,DE
5e5bb4e4,direct,desktop,0,2017/7/4,PE
8c69f200,direct,desktop,1,2018/1/21,CA
f72495de,direct,desktop,1,2020/7/16,US
5a0e69af,direct,desktop,1,2019/9/15,PE
524c7a6a,direct,desktop,1,2018/9/15,ES
d865124b,direct,desktop,1,2019/5/10,PL
ed1bbcf5,direct,desktop,1,2019/12/14,NL
d60e18a9,direct,desktop,1,2020/12/25,US
3d17f149,direct,desktop,0,2019/3/14,NL
6c5928ca,direct,desktop,1,2020/11/8,US
b15073d5,direct,desktop,1,2019/2/25,US
54e8e3e5,email,desktop,1,2019/5/17,US
d175b05f,email,desktop,1,2020/2/3,US
ade9fd98,direct,desktop,1,2018/12/18,MX
9c9b26aa,direct,desktop,1,2019/2/2,ES
6d848a96,direct,desktop,1,2019/7/15,DE
93786eb9,direct,desktop,0,2017/5/18,FR
a8b9ef05,direct,desktop,1,2020/5/5,US
7c303830,direct,desktop,1,2018/2/24,DE
0516b264,email,mobile,0,2019/3/13,US
4e3fb14d,direct,desktop,0,2017/7/21,US
7ddb5b97,direct,desktop,1,2020/5/5,US
af3fb68f,direct,desktop,1,2019/7/9,ES
a6f41dcd,direct,desktop,1,2018/8/14,BR
13277c9b,direct,desktop,1,2018/8/28,US
da496e7c,direct,desktop,1,2018/5/28,GB
9166a371,affiliate,unknown,1,2019/6/25,US
5cab2e23,direct,desktop,1,2018/8/9,US
a4a9a26e,direct,desktop,1,2019/10/23,US
2e56838a,direct,desktop,1,2018/7/9,CA
bc53bf1f,direct,desktop,1,2018/7/13,CL
13dc9a8b,email,desktop,1,2019/10/9,MY
