ID,customer_ID,PURCHASE_TS,PRODUCT_ID,PRODUCT_NAME,USD_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,LOYALTY_PROGRAM
006e82641e899478,eb7713b2,2020/9/6,8d0d,Nintendo Switch,158.9,website,direct,1
006f6e37919106394,fbe55d88,2020/6/25,ab0f,JBL Quantum 100 Gaming Headset,21.46,website,direct,1
00740cb808130885,44b1b815,2020/9/18,b5f7,Nintendo Switch,113.84,mobile app,direct,1
0076d16bf5a35309,4f91bdc5,2020/5/7,8e5d,Nintendo Switch,166.44,mobile app,email,1
0077b0c58a652405,7aaa16c9,2020/10/24,891b,27in 4K gaming monitor,480,website,direct,1
0078e0a047f105931,fab63d82,2020/6/15,891b,27in 4K gaming monitor,391.4,website,direct,0
007d7cc247b45508,6967b8ad,2020/12/23,e682,Nintendo Switch,168,website,direct,0
007de4bffd25269,0548e915,2019/8/26,8d0d,Nintendo Switch,149.42,website,direct,1
007ecf8f7136611,08c6e99f,2019/11/3,891b,27in 4K gaming monitor,480,website,direct,1
0080c27c2f965438,9ac1cd5e,2019/5/23,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
00812c6619a38526,57f26b8e,2019/6/11,891b,27in 4K gaming monitor,357.14,website,direct,1
00847ae8fe214786,1cd9f372,2020/7/2,e682,Nintendo Switch,168,website,direct,1
0085ba4831e26979,3b36f3e4,2020/8/10,ab0f,JBL Quantum 100 Gaming Headset,25.67,website,direct,0
00871b8548a101993,f15289db,2020/5/16,891b,27in 4K gaming monitor,480,website,direct,1
00892ce0ebd26044,38e64dc5,2020/2/1,891b,27in 4K gaming monitor,480,website,direct,1
008a0fca3a862127,926c7df9,2019/9/27,ab0f,JBL Quantum 100 Gaming Headset,24.99,website,direct,1
008a0fca3a862128,926c7df9,2019/9/27,ab0f,JBL Quantum 100 Gaming Headset,24.99,website,direct,1
008eab8ad4a64990,99af8f03,2020/9/15,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
0092f3f12b143001,634fb356,2020/6/4,8d0d,Nintendo Switch,142.8,website,direct,1
0097a73104894748,e0154ee5,2020/9/25,e682,Nintendo Switch,168,website,direct,1
009974bf84f43531,64a4a80c,2020/9/19,8d0d,Nintendo Switch,168,website,direct,0
009974bf84f43532,64a4a80c,2020/9/19,8d0d,Nintendo Switch,168,website,direct,1
009e134dbfe66439,9d21a9e5,2019/9/15,8d0d,Nintendo Switch,168,website,direct,1
00a42f4219d96941,e57a0a97,2020/4/20,8e5d,Nintendo Switch,161.64,mobile app,email,0
00a699348aa8944,0e6f746e,2020/3/29,ab0f,JBL Quantum 100 Gaming Headset,24.06,website,direct,1
00b512ca418105222,f9146908,2020/7/5,8d0d,Nintendo Switch,129.63,website,direct,1
00bc5a48b456724,09018b2b,2020/5/5,8d0d,Nintendo Switch,168,website,email,1
00bdb7840ac101863,f0fbb10a,2020/12/13,e682,Nintendo Switch,181.02,website,direct,1
00bde52c76d98228,e89caee7,2020/7/13,e682,Nintendo Switch,168,website,direct,1
00c862ab35d67337,9f46220f,2020/10/12,ab0f,JBL Quantum 100 Gaming Headset,24,website,email,1
00cb82187c772953,ac27bd8b,2020/12/18,8d0d,Nintendo Switch,149.36,website,direct,0
00cb82187c772955,ac27bd8b,2020/12/18,8d0d,Nintendo Switch,149.36,website,direct,1
00d48fb840f26192,39537b46,2019/3/31,54ed,Sony PlayStation 5 Bundle,1280.13,website,direct,0
00d9d5c0cb989399,d3bc266b,2019/11/23,ab0f,JBL Quantum 100 Gaming Headset,24,website,email,1
00d9d5c0cb989400,d3bc266b,2019/11/23,ab0f,JBL Quantum 100 Gaming Headset,24,website,email,0
00d9ddde0f472990,ac4a35e7,2020/4/24,891b,27in 4K gaming monitor,480,website,direct,0
00de368919c91978,d9c07c28,2020/9/23,8315,JBL Quantum 100 Gaming Headset,23.26,mobile app,direct,1
00df5117a6889483,d3fa4c85,2020/11/20,e7e6,27in 4K gaming monitor,439.2,website,direct,1
00e08d40d7469918,a51faa7f,2020/7/9,e682,Nintendo Switch,168,website,direct,1
00ec0cc704660970,8f9aed61,2019/6/5,8d0d,Nintendo Switch,134.7,website,direct,1
00ed094f87014811,1ce8cd34,2020/8/25,e682,Nintendo Switch,168,website,direct,1
00ee5ee189c94165,decd0261,2020/4/29,8d0d,Nintendo Switch,129.27,website,direct,1
00f15ae835b34521,4db5dd8c,2020/2/20,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
00f26815f6b59102,8b195040,2020/8/9,ab0f,JBL Quantum 100 Gaming Headset,24,website,social media,1
00f6e1447189376,0f7782c4,2020/9/21,8d0d,Nintendo Switch,168,website,direct,1
00f7a74196313980,1af9c7de,2019/7/16,891b,27in 4K gaming monitor,480,website,direct,0
00f7ede0e9591467,d8844c3d,2020/4/28,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
00fb616915f91518,d89ecd98,2020/8/7,8d0d,Nintendo Switch,168,website,direct,1
00fc0753e6f51019,771f93ec,2020/12/27,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
00fe3d4867f46669,6c25c271,2020/8/18,e682,Nintendo Switch,147.59,website,direct,1
00fe3d4867f46670,6c25c271,2020/8/18,e682,Nintendo Switch,147.59,website,direct,1
01015969b42424,14934774,2020/12/27,e682,Nintendo Switch,153.88,website,direct,1
0103f8010c1103224,f4359879,2019/7/22,8d0d,Nintendo Switch,186.56,website,direct,1
010479a65fb24299,34918d84,2020/12/17,8d0d,Nintendo Switch,168,website,direct,1
010800e77805514,05dc958a,2020/6/25,e682,Nintendo Switch,136.25,website,email,1
010d124585e24253,34706fc2,2020/12/22,e7e6,27in 4K gaming monitor,480,website,email,1
010d19387f693888,de2c5271,2020/9/20,ab0f,JBL Quantum 100 Gaming Headset,23.03,website,direct,0
010d19387f693889,de2c5271,2020/9/20,ab0f,JBL Quantum 100 Gaming Headset,23.03,website,direct,1
010d2ebc3c966689,9dc3f2a2,2020/11/17,e682,Nintendo Switch,179.22,website,direct,1
010d4eb3e9c88990,d2d7219f,2020/11/3,e7e6,27in 4K gaming monitor,480,website,direct,1
01100fc69e949628,7396c7e8,2020/9/16,e682,Nintendo Switch,152.83,website,direct,1
01109e7002147835,6eee6248,2020/6/20,8d0d,Nintendo Switch,152.51,website,direct,1
0113581919b2869,2.8586E+30,2020/2/12,8d0d,Nintendo Switch,168,website,direct,1
01155ceb6d3101006,ef0df8dc,2020/9/6,e682,Nintendo Switch,168,website,direct,1
011ca48484737099,5438b3b6,2019/4/3,8d0d,Nintendo Switch,134.7,website,direct,1
01240b0addd80379,bddb2688,2020/11/6,f81e,Dell Gaming Mouse,50.09,mobile app,email,1
012d170c73670354,a60e8c9e,2020/9/5,5142,Dell Gaming Mouse,49.98,mobile app,email,1
012d170c73670355,a60e8c9e,2020/9/5,5142,Dell Gaming Mouse,49.98,mobile app,email,1
012d170c73670356,a60e8c9e,2020/9/5,5142,Dell Gaming Mouse,49.98,mobile app,email,0
0130063ced728738,3f6a2d44,2019/12/17,e682,Nintendo Switch,168,website,direct,1
0132f9e05c117182,2307420b,2020/6/6,8d0d,Nintendo Switch,168,website,direct,0
013efdef6f5104898,f84a6a06,2019/9/17,e682,Nintendo Switch,168,website,direct,1
013fb8a0d7e70570,a6849c66,2020/11/13,891b,27in 4K gaming monitor,449.4,website,direct,1
01454de09e164831,994ab136,2020/1/20,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
014757c4fef23832,3352f4f3,2020/5/2,891b,27in 4K gaming monitor,384,website,direct,1
0148a5cc8a337680,55b7dbdf,2020/12/22,e682,Nintendo Switch,143.02,website,direct,0
014a46022b444563,672be6d5,2020/6/3,ab0f,JBL Quantum 100 Gaming Headset,24.88,website,email,0
015171a728384757,c8766580,2020/7/30,8e5d,Nintendo Switch,161.78,mobile app,email,1
015337783af105484,f9b43d7c,2019/12/2,e682,Nintendo Switch,149.7,website,direct,1
0153766fdfa95672,e277825c,2020/9/8,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
01562d852912206,83453728,2020/12/7,e682,Nintendo Switch,144.17,website,direct,1
0157cb3b87924203,344a615d,2020/9/10,e682,Nintendo Switch,168,website,direct,1
0157cb3b87924205,344a615d,2020/9/10,e682,Nintendo Switch,168,website,direct,1
015be60c5e96663,08e4bdbb,2020/12/21,e7e6,27in 4K gaming monitor,480,website,direct,1
0160b5ee5de103211,f42da604,2020/2/27,22ea,Acer Nitro V Gaming Laptop,798,website,direct,0
0164bd6b79e43617,64e1dd19,2020/12/23,e682,Nintendo Switch,184.9,website,direct,0
0165295a5888413,0d2a4881,2019/4/6,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
01666da31fe86332,cc617886,2020/8/10,8d0d,Nintendo Switch,168,website,direct,0
016f944514a98331,e8d19822,2020/11/14,8d0d,Nintendo Switch,126,website,direct,1
0179d78928080528,be40951c,2020/12/31,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
017ceab282490002,d53cf7be,2020/9/26,891b,27in 4K gaming monitor,471.28,website,email,0
01910d25e6f91979,d9c130fc,2019/6/3,8d0d,Nintendo Switch,168,website,direct,0
01966e496ad56332,846d7b4d,2020/8/29,8d0d,Nintendo Switch,177.11,website,direct,1
019d534de7438940,5902d225,2019/8/26,8d0d,Nintendo Switch,155.69,website,direct,1
019ea1edd9f23424,324c4715,2019/9/13,8d0d,Nintendo Switch,140.56,website,direct,1
019edaa8cc8450,15827421,2020/7/31,891b,27in 4K gaming monitor,408,website,direct,1
01a250384bb41265,5eae1b73,2020/11/2,8e5d,Nintendo Switch,162.88,mobile app,direct,1
01a7b9084cf25922,389f8fbf,2020/12/20,891b,27in 4K gaming monitor,265.2,website,direct,1
01a7b9084cf25923,389f8fbf,2020/12/20,891b,27in 4K gaming monitor,265.2,website,direct,0
01a835d3d4e65182,9a2ce293,2020/10/4,9ef0,Lenovo IdeaPad Gaming 3,1198,website,direct,1
01b1eda6ce639613,5a9f3dec,2020/8/22,e7e6,27in 4K gaming monitor,480,website,direct,0
01bbdc23a9094367,df45ed89,2020/8/28,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
01be0d0748c103896,f5eb05f2,2020/3/14,8315,JBL Quantum 100 Gaming Headset,23.38,mobile app,direct,0
01c23f26e6814007,1b0b846e,2020/3/21,891b,27in 4K gaming monitor,480,website,direct,1
01c90a2887386232,cc167bcc,2020/5/16,0c5a,Dell Gaming Mouse,46.58,mobile app,direct,1
01cdb62275349023,72163ca9,2020/8/23,e682,Nintendo Switch,168,website,direct,1
01d2109390161577,913e52a3,2019/10/30,8d0d,Nintendo Switch,150.52,website,direct,1
01d2d38627219374,28803a37,2019/6/19,8d0d,Nintendo Switch,168,website,affiliate,1
01d519a163c101329,efd983d6,2020/10/30,e682,Nintendo Switch,152.04,website,direct,1
01d5aa1a9a475777,b2c56c19,2020/3/28,b5f7,Nintendo Switch,101.07,mobile app,direct,1
01d5d1ad23b35891,5116edc2,2020/10/16,e7e6,27in 4K gaming monitor,480,website,email,1
01d7ee766f5645,23949611,2020/9/24,8315,JBL Quantum 100 Gaming Headset,23.3,mobile app,email,1
01d84a920ea85524,ca537e40,2020/10/11,e682,Nintendo Switch,168,website,direct,1
01e1b1499ef19541,28ed2cbe,2020/9/14,e682,Nintendo Switch,168,website,email,1
01e1b1499ef19542,28ed2cbe,2020/9/14,e682,Nintendo Switch,168,website,email,1
01e1cb7a2ce100417,edb247fe,2019/11/24,891b,27in 4K gaming monitor,365.24,website,affiliate,1
01e4021ba8047206,6d61f88d,2020/5/14,8d0d,Nintendo Switch,168,website,direct,1
01f0db9203c3058,9.3211E+87,2020/10/6,8d0d,Nintendo Switch,158.79,website,direct,1
01f33459c4385298,c9c41649,2020/6/5,e682,Nintendo Switch,168,website,direct,1
01fc522710c44602,67459ef3,2019/11/10,8d0d,Nintendo Switch,126,website,direct,1
0203fe9582668644,a25218b3,2020/5/8,e7e6,27in 4K gaming monitor,480,website,direct,1
020cce9aa2655662,82ab6848,2020/12/21,b5f7,Nintendo Switch,167.98,mobile app,email,1
020cce9aa2655663,82ab6848,2020/12/21,b5f7,Nintendo Switch,167.98,mobile app,email,0
020cce9aa2655664,82ab6848,2020/12/21,b5f7,Nintendo Switch,167.98,mobile app,email,1
020e271af6861623,9158bc70,2019/9/4,8d0d,Nintendo Switch,168,website,direct,0
021211c2a8213612,1a17b8d8,2019/4/4,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
021ed8fe4a6105079,f8acaad8,2020/2/19,ab0f,JBL Quantum 100 Gaming Headset,15.69,website,direct,0
021f288145676462,b47a86b9,2020/5/9,e682,Nintendo Switch,168,website,direct,1
02297c9a51f34987,4ee06afc,2019/12/16,ab0f,JBL Quantum 100 Gaming Headset,25.67,website,direct,1
02315dfa11b5467,05c1da16,2019/4/13,8d0d,Nintendo Switch,151.81,website,direct,1
023ba0695fc94321,df25521d,2020/5/26,ab0f,JBL Quantum 100 Gaming Headset,21.25,website,direct,0
0242cc4791359258,8b7beb17,2019/3/25,8d0d,Nintendo Switch,168,website,direct,1
0243a4dd3635120,04e83cf6,2020/5/20,22ea,Acer Nitro V Gaming Laptop,798,website,direct,0
024d449d47540661,5d3e0ada,2019/4/29,891b,27in 4K gaming monitor,276.7,website,direct,0
024e81ab11c25936,38a5b93c,2020/8/15,9ef0,Lenovo IdeaPad Gaming 3,1216.35,website,email,1
025c5f5904722041,2ef89626,2020/12/11,8d4f,Dell Gaming Mouse,49.98,mobile app,direct,1
025c6614efa81615,c0b48565,2020/9/29,54ed,Sony PlayStation 5 Bundle,1800,website,direct,0
025db6e6e6999002,ea5fe5f2,2019/11/26,8d0d,Nintendo Switch,168,website,direct,1
025e88536a486311,cc50972b,2020/2/19,e682,Nintendo Switch,168,website,direct,1
026121054f852886,7bc41ad9,2019/4/4,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
02676062a7f50800,769caca9,2020/6/4,891b,27in 4K gaming monitor,419.4,website,direct,0
026cfa1894450910,76da8882,2019/11/4,8d0d,Nintendo Switch,171.64,website,direct,0
026e1bb10642075,78548048,2019/11/19,891b,27in 4K gaming monitor,331.74,website,direct,1
026e1bb10642076,78548048,2019/11/19,891b,27in 4K gaming monitor,331.74,website,direct,1
026e8acd51594337,df317aa9,2019/10/6,891b,27in 4K gaming monitor,480,website,direct,1
026e8acd51594338,df317aa9,2019/10/6,891b,27in 4K gaming monitor,480,website,direct,1
026e9c9f60e78250,b8b5d205,2020/9/15,b5f7,Nintendo Switch,129.66,mobile app,email,0
0272be92e6586757,cd63cb8b,2020/9/6,e7e6,27in 4K gaming monitor,480,website,direct,1
0279a146cf699196,eacbd399,2019/4/1,8d0d,Nintendo Switch,168,website,direct,1
0279b93a84080648,be7e6dd7,2020/12/27,891b,27in 4K gaming monitor,450.37,website,direct,1
027e3798e042899,4.088E+39,2019/9/4,e7e6,27in 4K gaming monitor,480,website,direct,0
027e4e25e4d70571,a6849c66,2019/4/23,8d0d,Nintendo Switch,179.4,website,direct,1
027ebbee75263061,94cf8a34,2020/4/28,891b,27in 4K gaming monitor,404.69,website,direct,1
027f5de3dcc72442,aad2921f,2019/6/24,ab0f,JBL Quantum 100 Gaming Headset,24,website,email,1
027f68f705a15632,1edf4748,2020/3/11,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
0287b6b671e92635,db381a96,2020/9/6,8d0d,Nintendo Switch,151.2,website,direct,0
028ce43f5da10832,131d4f07,2019/12/3,8d0d,Nintendo Switch,142.8,website,direct,1
02961164c4c25958,38ad7a33,2020/9/17,891b,27in 4K gaming monitor,432.82,website,affiliate,1
029d69c29a953895,7e2b12b6,2020/9/2,e682,Nintendo Switch,168,website,email,1
029fe3df5ee19974,29e9df41,2020/7/14,04ac,Lenovo IdeaPad Gaming 3,1104.63,website,direct,1
029fe3df5ee19975,29e9df41,2020/7/14,04ac,Lenovo IdeaPad Gaming 3,1104.63,website,direct,1
02a0b5bad9530396,4386bb36,2020/10/19,8d0d,Nintendo Switch,142.02,website,direct,1
02a2b4e65b715245,1dec70f9,2020/9/15,ab0f,JBL Quantum 100 Gaming Headset,24,website,social media,1
02a571814be62355,92f0c055,2020/7/13,8d0d,Nintendo Switch,155.42,website,direct,1
02a571814be62356,92f0c055,2020/7/13,8d0d,Nintendo Switch,155.42,website,direct,0
02a71daa0a198284,e8b6df06,2020/5/28,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
02a9296a5f933116,4a78532d,2020/9/4,e682,Nintendo Switch,158.9,website,direct,1
02a9296a5f933117,4a78532d,2020/9/4,e682,Nintendo Switch,158.9,website,direct,1
02aa0e4d5de74063,aebf517a,2020/8/25,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
02aa499b74e29055,402648ef,2020/12/11,e7e6,27in 4K gaming monitor,439.2,website,email,1
02b1afc23c435739,50b08506,2020/9/28,54ed,Sony PlayStation 5 Bundle,502.84,website,direct,0
02b1afc23c435740,50b08506,2020/9/28,54ed,Sony PlayStation 5 Bundle,502.84,website,direct,0
02b24e33e1031537,4659094c,2020/11/26,9ef0,Lenovo IdeaPad Gaming 3,1256.63,website,direct,1
02b673f8ed830862,44a6f947,2020/7/20,e682,Nintendo Switch,168,website,direct,1
02b6e173d0121732,2e3dccb8,2019/8/21,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
02b9c2d46d765362,9a914407,2020/4/30,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
02c527ac37237792,55ff94c4,2020/12/23,e682,Nintendo Switch,158.79,website,direct,1
02c527ac37237793,55ff94c4,2020/12/23,e682,Nintendo Switch,158.79,website,direct,1
02c5ef904c754040,7e7f2aef,2020/8/20,8d0d,Nintendo Switch,168,website,direct,1
02c8daf400843669,64fef165,2020/7/2,8d0d,Nintendo Switch,142.8,website,direct,1
02ca21e942e84508,c7c2a847,2019/11/21,8d0d,Nintendo Switch,168,website,direct,0
02cadb19c0257095,86343b82,2019/6/11,8d0d,Nintendo Switch,168,website,direct,1
02cb21f2f5311822,15b704bb,2020/7/26,e7e6,27in 4K gaming monitor,480,website,email,1
02cce094b9035884,510f1160,2020/3/13,8d0d,Nintendo Switch,146.59,website,direct,1
02ce667782d28591,3f1b98f3,2020/11/23,e682,Nintendo Switch,168,website,direct,1
02d2390d1ef2430,91703440,2020/11/21,8d4f,Dell Gaming Mouse,49.98,mobile app,direct,1
02d2390d1ef2431,91703440,2020/11/21,8d4f,Dell Gaming Mouse,49.98,mobile app,direct,1
02d3bd3f6c478105,b8628175,2019/6/2,8d0d,Nintendo Switch,168,website,direct,1
02d62e34aff104192,f6a6bfde,2020/3/29,e682,Nintendo Switch,154.76,website,direct,1
02d66ec297c58125,88d9e7c9,2020/10/27,8e5d,Nintendo Switch,163.66,mobile app,email,0
02d8edaf24521319,2d3afb3c,2019/5/21,8d0d,Nintendo Switch,168,website,direct,1
02d913ca94017020,2294244d,2020/1/30,8d0d,Nintendo Switch,168,website,direct,1
02e283ab0cb56949,85e378fa,2020/11/6,8d4f,Dell Gaming Mouse,57.07,mobile app,email,1
02e7e03ca078558,0d7c3c3e,2020/2/8,1238,27in 4K gaming monitor,576,website,direct,1
02ea5330f7290862,d716f756,2019/12/22,8d0d,Nintendo Switch,151.25,website,direct,1
02eebaf179593918,de39219d,2019/10/13,891b,27in 4K gaming monitor,342.06,website,affiliate,1
02f0a5c243298067,e829bd46,2020/3/24,54ed,Sony PlayStation 5 Bundle,1800,website,direct,1
0308eb040d193745,ddd20890,2020/6/30,e7e6,27in 4K gaming monitor,480,website,email,1
030ad3a376157258,86a31db4,2019/4/28,8d0d,Nintendo Switch,168,website,direct,0
030b7c3751e54572,7fc6b75c,2019/3/29,891b,27in 4K gaming monitor,480,website,affiliate,1
030ebd0969e27221,3bc8c81a,2020/5/28,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
0316e92911c63330,9567a04b,2019/12/1,2997,JBL Quantum 100 Gaming Headset,24,mobile app,email,1
0316e92911c63331,9567a04b,2019/12/1,2997,JBL Quantum 100 Gaming Headset,24,mobile app,email,1
0317d7f102341157,5e69bb49,2020/5/8,e682,Nintendo Switch,168.99,website,direct,1
0318e0de04646692,6c2f4d6a,2020/9/15,891b,27in 4K gaming monitor,480,website,direct,0
0320d086975396,13462209,2019/6/13,8d0d,Nintendo Switch,134.4,website,direct,1
0326a15074c24137,341c48e6,2020/9/30,22ea,Acer Nitro V Gaming Laptop,835.64,website,direct,1
032806cdd9b74921,b0c8d325,2020/12/26,891b,27in 4K gaming monitor,417.42,website,direct,1
0328491c0cf26852,3aeccd97,2020/3/3,9ef0,Lenovo IdeaPad Gaming 3,1198,website,direct,1
0328998c7b5100080,ece5cdaf,2020/5/5,e682,Nintendo Switch,168,website,direct,1
032d309dd6798324,e8cc256d,2020/5/6,e7e6,27in 4K gaming monitor,408.2,website,direct,1
032f0b6bd7149113,7259cf9d,2020/11/26,e682,Nintendo Switch,168,website,direct,0
0333beb31e136613,530945c5,2020/4/28,8d0d,Nintendo Switch,168,website,direct,1
0336e100b9922185,2f4504bd,2020/7/12,891b,27in 4K gaming monitor,456,website,direct,1
0337c31a4b556531,84dc443a,2020/4/27,8d0d,Nintendo Switch,142.8,website,direct,1
033aae8e02d38430,57b1e7d1,2019/8/23,ab0f,JBL Quantum 100 Gaming Headset,23.98,website,direct,1
033b322919a53185,7c6ddc03,2019/6/17,891b,27in 4K gaming monitor,353.34,website,direct,1
033b5a2a3c388530,d1b5b9db,2020/3/18,8d0d,Nintendo Switch,168,website,direct,1
033cdeb82e310559,1284d222,2020/3/17,04ac,Lenovo IdeaPad Gaming 3,1152.57,website,direct,1
033d2bb062895285,e16fcab5,2020/8/6,891b,27in 4K gaming monitor,407.92,website,direct,0
033d64725cc92138,da197ff9,2020/8/17,2997,JBL Quantum 100 Gaming Headset,24,mobile app,,1
033f23fddad18190,2590683c,2020/7/21,891b,27in 4K gaming monitor,480,website,direct,1
03467dc314a79864,bca0535b,2020/12/7,8d0d,Nintendo Switch,161.05,website,direct,1
0348ec0227020870,2c1a2b2e,2020/12/19,891b,27in 4K gaming monitor,280.18,website,direct,1
0349c32f37c22576,302c4749,2020/6/11,891b,27in 4K gaming monitor,245.19,website,direct,1
034a1b478ac88733,d234c0b2,2020/1/30,8d0d,Nintendo Switch,150.41,website,direct,1
034a6e2f83d81099,bf8e7ff8,2020/4/20,891b,27in 4K gaming monitor,346.97,website,direct,0
034c72edf1c70681,a6cf6501,2020/4/1,8e5d,Nintendo Switch,159.74,mobile app,email,1
034cdd0e4b572503,aafb7bd3,2020/8/21,54ed,Sony PlayStation 5 Bundle,1496.14,website,direct,1
03514fa4253107544,fe9e5b76,2020/9/2,e682,Nintendo Switch,168,website,email,1
03594a0474c83986,c6895acd,2020/6/10,54ed,Sony PlayStation 5 Bundle,1800,website,direct,1
035cf6260c582603,c30cf6cf,2019/9/8,8d0d,Nintendo Switch,168,website,direct,1
0361cdbba7f2828,5.0911E+19,2020/4/30,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
0363d07b76081177,bfb69918,2019/12/18,8d0d,Nintendo Switch,168,website,affiliate,0
036556e67b776498,b48ff824,2020/5/5,54ed,Sony PlayStation 5 Bundle,1800,website,direct,1
036aa4b8be973762,ae0f83b8,2019/8/23,ab0f,JBL Quantum 100 Gaming Headset,16.53,website,direct,1
036b4baf19159253,8b7a2e14,2020/10/22,8d0d,Nintendo Switch,142.8,website,direct,1
036bf21fbb112243,16b75f82,2019/7/21,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,0
036f687cbaa78116,b8685ed2,2020/10/17,8d0d,Nintendo Switch,160.61,website,direct,1
036fc2e4aa068573,a2298159,2020/6/25,ab0f,JBL Quantum 100 Gaming Headset,24,website,direct,1
0371900a86481365,c0225cf1,2020/12/28,e7e6,27in 4K gaming monitor,480,website,direct,1
03736d2b05b34285,4d2de894,2020/9/3,9ef0,Lenovo IdeaPad Gaming 3,963.23,website,direct,1
03736d2b05b34286,4d2de894,2020/9/3,9ef0,Lenovo IdeaPad Gaming 3,963.23,website,direct,1
037d9fcf29a79552,bbe37836,2020/12/10,8d0d,Nintendo Switch,168,website,direct,1
037de85ccb036588,52f5321c,2019/6/7,8d0d,Nintendo Switch,153.26,website,direct,1
037f6170ca669049,a32c0c05,2020/12/4,e682,Nintendo Switch,168,website,email,1
037fe318e4636525,52cea287,2020/6/27,8d0d,Nintendo Switch,168,website,direct,1
03833ad01c963934,96ee6caf,2019/7/1,8d0d,Nintendo Switch,153.39,website,direct,1
0385d53894e83715,c5d6c5c6,2019/8/10,54ed,Sony PlayStation 5 Bundle,2078.04,website,direct,1
03939f1823c24915,361d142c,2020/12/15,891b,27in 4K gaming monitor,490.89,website,direct,0
0397762379b60178,8db9e744,2020/2/18,e682,Nintendo Switch,168,website,direct,1
039b129eb08106729,fcc10a22,2020/5/12,8d0d,Nintendo Switch,146.59,website,direct,1
039de759adc43252,63d7ae2f,2020/7/3,e682,Nintendo Switch,136.25,website,direct,1
039f3e52bbf107894,ff8160a0,2020/4/25,e7e6,27in 4K gaming monitor,480,website,direct,1
03a1483087e83368,c5038ba9,2020/9/20,8d0d,Nintendo Switch,159.12,website,direct,1
